,Date,Tag.Number,jday,Who.Collected,Dendryphantini..jumping.spiders.,Thomisidae,Chauliognathus,Cerambycidae,Chrysomelidae,Curculionidae,Lampyridae,Mordellidae,Scarabaeoidea,Diptera,Anthomyiidae,Bombyliidae,Calliphoridae,Conopidae,Cecidomyiidae,Culicidae,Dolichopodidae,Drosophilidae,Empididae,Lonchaeidae,Muscidae,Polleniidae,Syrphidae..total.,Allograpta,Helophilus,Ocyptamus,Orthonevra,Parhelophilus,Parhelophilus.integer,Syrphidae,Syrphini,Syrphus,Toxomerus,Tachinidae,Tipulidae,Ulidiidae,Hemiptera,Aphidinae,Cicadellidae,Miridae,Reduviidae,Hymenoptera,Andrena,Pseudopanurgus,Apis,Ceratina,Melissodes,Triepeolus,Astata,Elampus,Hylaeus,Oxybelus,Halictidae,Agapostemon,Augochloropsis,Augochlora.OR.Augochlorella,Augochlora,Augochlorella,Halictus,Lasioglossum,Symmorphus,Eurytoma,Formicidae,Braconidae,Ichneumonidae,Scolia,Sphex.pensylvanicus,Vespidae.x,Ancistrocerus,Dolichovespula.x,Polistes,Hesperiidae,Limniphilidae,total_vial_abundance,Cultivar,Species,AscensionNumber,Inflorescence.Type,Flower.Type,False.Sepals,PaniclesPerTransect,TotalPaniclesA,AvgInflorescencesPerPanicle,transects_per_plant,TotalPaniclesB,TotalInflorescences_A,TotalInflorescences_B,TotalInflorescences_AB,Start.Time,End.Time,Rain,Wind,Cloud,Temp..F.,Apis.mellifera..honeybee.,Bombus_affinis,Bombus_auricomus,Bombus_impatiens,Bombus_bimaculatus,Bombus_griseocollis,Bombus_vagans,Celastrina_ladon,Dolichovespula.y,Epargyreus.clarus,Libythean_.carinenta,Pieris_rapae,Polygonia_comma,Sphecius_speciosus,Sphex,Vanessa.atalanta,Vespidae.y,UnknownWasp,Xylocopa,total_visual_abundance,abundance_vacuum_and_visual,NoSample,Notes
1,7/10/2024,11A,192,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,19,Dharuma,Hydrangea paniculata,5026,Open,Lacy panicle,4,,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,12:38,12:43,0,1,40,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,20,,
2,7/10/2024,11E,192,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Seaside Serenade® Bar Harbor,Hydrangea arborescens,19008B,Dense,Mop,4,,NA,388.8,22.3493763,0,0,0,NA,13:59,14:04,0,2,40,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,,
3,7/10/2024,1A,192,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,13,Strawberry Shake,Hydrangea paniculata,18031B,Very dense,Mop-like panicle,4,,NA,68.4,11.16444444,0,0,0,NA,11:56,12:01,0,1,10,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,,
4,7/10/2024,4A,192,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,White Diamonds,Hydrangea paniculata,11045,Half-open,Mop-like panicle,4,,NA,31,24.33504867,0,0,0,NA,12:12,12:17,0,1,10,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,,
5,7/10/2024,5A,192,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Quick Fire,Hydrangea paniculata,5079,Open,Lacy panicle,4,,NA,98.6,38.02351355,0,0,0,NA,11:42,11:47,0,1,10,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,,
6,7/10/2024,8A,192,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Mega Pearl,Hydrangea paniculata,1128,Dense,Mop-like panicle,4,,NA,36.1,22.3493763,0,0,0,NA,12:26,12:31,0,1,40,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,,
7,7/10/2024,9A,192,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,22,Fire & Ice,Hydrangea paniculata,12021,Open,Lacy panicle,4,,NA,97.8,16.89933935,0,0,0,NA,11:28,11:47,0,1,10,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,23,,
8,7/17/2024,10C,199,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fire Light,Hydrangea paniculata,14026,Dense,Mop-like panicle,4,,NA,76.5,23.07027778,0,0,0,NA,10:27,10:32,0,2,0,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,,
9,7/17/2024,10D,199,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Daimond Rogue,Hydrangea paniculata,17047,Half-open,Mop-like panicle,4,,NA,109,25.12,0,0,0,NA,15:48,15:53,0,2,40,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,,
10,7/17/2024,10D,199,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Daimond Rogue,Hydrangea paniculata,17047,Half-open,Mop-like panicle,4,,NA,109,25.12,0,0,0,NA,15:48,15:53,0,2,40,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,,
11,7/17/2024,11C,199,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Little Quick Fire,Hydrangea paniculata,14010,Open,Lacy panicle,4,,NA,59.7,14.92590278,0,0,0,NA,10:10,10:15,0,2,0,71,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,,
12,7/17/2024,12F,199,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,WHITE DOME™,Hydrangea arborescens,2068,Open,Lacy,4,,NA,278.5,#VALUE!,#VALUE!,0,#VALUE!,NA,11:55,12:00,0,1,20,73,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,,
13,7/17/2024,13C,199,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Fire Light,Hydrangea paniculata,18008B,Very dense,Mop-like panicle,NA,,NA,71.4,24.08423611,0,0,0,NA,9:31,9:36,0,2,0,71,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,,
14,7/17/2024,14C,199,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Fire Light,Hydrangea paniculata,18008A,Dense,Mop-like panicle,4,,NA,94.3,23.07027778,0,0,0,NA,9:45,9:50,0,2,0,71,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,,
15,7/17/2024,16C,199,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Quick Fire,Hydrangea paniculata,14001,Open,Lacy panicle,4,,NA,25.9,22.078125,0,0,0,NA,15:31,15:36,0,2,25,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,,
16,7/17/2024,16C,199,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Quick Fire,Hydrangea paniculata,14001,Open,Lacy panicle,4,,NA,25.9,22.078125,0,0,0,NA,11:14,11:19,0,2,5,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,,Goldenrod soldier beetles
17,7/17/2024,18D,199,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Bobo,Hydrangea paniculata,12031B,Half-open,Mop-like panicle,4,,NA,72.1,16.583125,0,0,0,NA,16:14,16:19,0,2,40,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,,
18,7/17/2024,2C,199,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Pinky Winky,Hydrangea paniculata,14022,Half-open,Mop-like panicle,4,,NA,47.1,14.92590278,0,0,0,NA,11:32,11:37,0,2,5,73,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,,
19,7/17/2024,2F,199,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Silver Leaf,Hydrangea arborescens,Unknown,Open,Lacy,4,,NA,390.5,9.8125,0,0,0,NA,13:21,13:26,0,2,25,75,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13,,Syrphid fly escaped
20,7/17/2024,2F,199,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,5,Silver Leaf,Hydrangea arborescens,Unknown,Open,Lacy,4,,NA,390.5,9.8125,0,0,0,NA,13:21,13:26,0,2,25,75,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,,Syrphid fly escaped
21,7/17/2024,4C,199,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Little Lamb,Hydrangea paniculata,4054,Very dense,Mop-like panicle,4,,NA,50,26.17756944,0,0,0,NA,10:54,10:59,0,2,5,73,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,,
22,7/17/2024,4F,199,E. Braatz,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Haas Halo,Hydrangea arborescens,18022,Open,Lacy,3,,NA,563.4285714,25.12,0,0,0,NA,13:56,14:01,0,2,25,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,,
23,7/17/2024,5F,199,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,BELLA ANNA™,Hydrangea arborescens,10067,Half-open,Mop,4,,NA,88,9.169236111,0,0,0,NA,14:18,14:23,0,2,25,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,,
24,7/17/2024,8C,199,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Strawberry Shake,Hydrangea paniculata,18031A,Very dense,Mop-like panicle,4,,NA,27.1,14.13,0,0,0,NA,10:42,10:57,0,2,5,73,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,,Syrphid
25,7/17/2024,9F,199,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INCREDIBALL™,Hydrangea arborescens,9050,Dense,Mop,3,,NA,557.4,35.423125,0,0,0,NA,14:31,14:37,0,2,25,75,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,,
26,7/18/2024,11D,200,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Kyushu,Hydrangea paniculata,93021,Open,Lacy panicle,NA,,NA,404.7,25.12,0,0,0,NA,12:21,12:26,0,2,65,70,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,,
27,7/18/2024,19D,200,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Puffer Fish,Hydrangea paniculata,2023-030,Half-open,Mop-like panicle,4,,NA,55.8,6.28,0,0,0,NA,13:01,13:06,0,2,65,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,,2 Golden digger waps
28,7/18/2024,20D,200,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Early Evolution,Hydrangea paniculata,2023-026A,Open,Lacy panicle,4,,NA,NA,2.791111111,0,#VALUE!,#VALUE!,NA,12:36,12:41,0,2,65,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,,
29,7/18/2024,5B,200,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dharuma,Hydrangea paniculata,5026,Open,Lacy panicle,4,,NA,5.5,2.440264603,0,0,0,NA,13:01,13:06,0,2,35,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,,
30,7/18/2024,6D,200,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Strawberry Sundae,Hydrangea paniculata,15055,Dense,Mop-like panicle,4,,NA,42.8,31.7925,0,0,0,NA,12:51,12:56,0,2,65,70,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,,
31,7/22/2024,10E,204,E. Braatz,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,INCREDIBALL™,Hydrangea arborescens,9050,Dense,Mop,4,9.33,NA,1180.7,24.33504867,227.0460041,0,268073.217,268073.217,11:15,11:20,0,1,5,78,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,,Vespidae
32,7/22/2024,9A,204,G. Meneses,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Fire & Ice,Hydrangea paniculata,12021,Open,Lacy panicle,4,12.3,NA,97.8,16.89933935,207.8618741,0,20328.89128,20328.89128,15:58,16:03,0,1,75,79,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,,
33,7/23/2024,3E,205,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Bounty,Hydrangea arborescens,12019,Half-open,Mop,4,5.6,NA,528.4,46.00845139,257.6473278,0,136140.848,136140.848,13:30,13:35,0,1,100,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,,
34,7/23/2024,4E,205,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Hayes Starburst,Hydrangea arborescens,7027,Very dense,Mop,8,5,NA,0,16.89933935,84.49669677,0,0,0,13:17,13:22,0,1,100,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,,
35,7/23/2024,5E,205,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Annabelle,Hydrangea arborescens,65169,Dense,Mop,4,7,NA,478.5,97.34019468,681.3813628,0,326040.9821,326040.9821,13:59,14:04,0,1,100,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,,
36,7/23/2024,6E,205,E. Braatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Riven Lace,Hydrangea arborescens,8036,Half-open,Lacy,4,8.33,NA,97.5,33.12270513,275.9121338,0,26901.43304,26901.43304,11:32,11:37,0,1,100,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,,
